Maker,Sub_Category,Count,Year,Vehicle_Type
HANUMAN UDYOG,Unnamed: 3,8,2023,3W
HARSH TRADING CO,Unnamed: 3,34,2023,3W
HARSHVIE INDUSTRIES PVT LTD,Unnamed: 3,2,2023,3W
HBSS E MOBILITY PVT LTD,Unnamed: 3,8,2023,3W
HIM TEKNOFORGE LTD,Unnamed: 3,624,2023,3W
HINDUSTAN MOTOR CORPORATION,Unnamed: 3,1368,2023,3W
HI-TECH INDUSTRIES,Unnamed: 3,122,2023,3W
HITECH  MECHANICAL WORKS,Unnamed: 3,12,2023,3W
HOOGHLY MOTORS PVT LTD,Unnamed: 3,3741,2023,3W
HOP MOTORS PVT LTD,Unnamed: 3,785,2023,3W
HOTAGE INDIA,Unnamed: 3,12838,2023,3W
HOVEL CYLINDER PVT LTD,Unnamed: 3,62,2023,3W
HUNDA EV PVT LTD,Unnamed: 3,125,2023,3W
HUNDAL INDUSTRIES,Unnamed: 3,1011,2023,3W
HYKON INDIA LTD,Unnamed: 3,89,2023,3W
INDIAN MOTORS,Unnamed: 3,2035,2023,3W
INDIA SAFE ENTERPRISE,Unnamed: 3,276,2023,3W
INVVIGORS INDIA,Unnamed: 3,96,2023,3W
ISUKII GREENS PVT LTD,Unnamed: 3,65,2023,3W
JADE KOREA SPINE LIFE,Unnamed: 3,113,2023,3W
JAIDKA POWER SYSTEMS PVT LTD,Unnamed: 3,163,2023,3W
JAIN POWER CORP,Unnamed: 3,143,2023,3W
JAISIK BUSINESS LINKS PVT LTD,Unnamed: 3,600,2023,3W
JAI SRI RAM ELECTRIC VEHICLE MANUFACTURING PVT LTD,Unnamed: 3,193,2023,3W
JAJODIA COMMODITIES PVT LTD,Unnamed: 3,950,2023,3W
JAL ENTERPRISES,Unnamed: 3,38,2023,3W
JAYDEV ENTERPRISE,Unnamed: 3,6,2023,3W
JESSUN TECHNO PVT LTD,Unnamed: 3,209,2023,3W
JIANGSU JINPENG (IMPORTER: KKL HITECH EV),Unnamed: 3,10,2023,3W
JITENDRA NEW EV-TECH PVT. LTD,Unnamed: 3,34,2023,3W
JITENDRA TEMPO PARTS,Unnamed: 3,740,2023,3W
JMT VEHICLES PVT LTD,Unnamed: 3,1077,2023,3W
JOYRAM STEEL FABRICATION WORKS,Unnamed: 3,14,2023,3W
J P AUTO TECH,Unnamed: 3,80,2023,3W
J. S. AUTO (P) LTD,Unnamed: 3,12303,2023,3W
J S MOBILEON PVT LTD,Unnamed: 3,7,2023,3W
JS MOBILEON PVT LTD,Unnamed: 3,945,2023,3W
KABMAX ELECTRIC AUTOMOBILES PVT. LTD,Unnamed: 3,479,2023,3W
KADESEETLA AASHIRWAD GP INDUSTRIES PVT LTD,Unnamed: 3,8,2023,3W
KALIKA VAHAN PVT LTD,Unnamed: 3,2,2023,3W
KALINGA VENTURES INDIA PVT LTD,Unnamed: 3,139,2023,3W
KALPVRIKSH ELECTOMOBILES CO,Unnamed: 3,288,2023,3W
KAMAZ INDUSTRIES,Unnamed: 3,122,2023,3W
KAPTECH INDIA PVT LTD,Unnamed: 3,1846,2023,3W
KCAS ELECTRIC VEHICLES PVT LTD,Unnamed: 3,197,2023,3W
KERALA AUTOMOBILES LIMITED,Unnamed: 3,74,2023,3W
KETO MOTORS PVT LTD,Unnamed: 3,224,2023,3W
KGN,Unnamed: 3,339,2023,3W
KGN INDUSTRIES,Unnamed: 3,405,2023,3W
KHALSA  AGRO INDUSTRIES,Unnamed: 3,3,2023,3W
KHALSAE-VEHICLES PVT LTD,Unnamed: 3,8478,2023,3W
KINETIC GREEN ENERGY & POWER SOLUTIONS LTD,Unnamed: 3,4648,2023,3W
KINETIC GREEN ENERGY P SOL LTD,Unnamed: 3,55,2023,3W
KIRAN AUTOMOBILE INDUSTRY,Unnamed: 3,81,2023,3W
KIRTI SOLAR LTD,Unnamed: 3,19,2023,3W
KLB KOMAKI PVT LTD,Unnamed: 3,4,2023,3W
KPT INDUSTRIES LTD,Unnamed: 3,11,2023,3W
KPT MOTORS,Unnamed: 3,81,2023,3W
KRISHNA ENGINEERING WORKS,Unnamed: 3,904,2023,3W
KRISHNA INDUSTRIES,Unnamed: 3,5,2023,3W
KRISHNA VEHICALS,Unnamed: 3,335,2023,3W
K T ENTERPRISES,Unnamed: 3,156,2023,3W
KUKU AUTOMOTIVES,Unnamed: 3,569,2023,3W
KUMARAN ENGINEERING ENTERPRISES,Unnamed: 3,244,2023,3W
KUMAR ENGINEERING,Unnamed: 3,2469,2023,3W
K. V. INDUSTRIES,Unnamed: 3,38,2023,3W
LAKSHMI AUTO TRADERS,Unnamed: 3,15,2023,3W
LAKSHYA AUTO SALES CORPORATION,Unnamed: 3,239,2023,3W
LAWAT MOTORS,Unnamed: 3,1,2023,3W
LAWAT MOTORS LLP,Unnamed: 3,358,2023,3W
LECTRIX E VEHICLES PVT LTD,Unnamed: 3,7288,2023,3W
LEOPAN MOTORS PRIVATE LIMITED,Unnamed: 3,13,2023,3W
LOCAL TRAILER MANUFACTURER,Unnamed: 3,11,2023,3W
LOHIA AUTO INDUSTRIES,Unnamed: 3,1644,2023,3W
LOHIA AUTO INDUSTRIES LTD.,Unnamed: 3,20,2023,3W
LORDS VEHICLE MFG PVT LTD,Unnamed: 3,186,2023,3W
LUCKY INDUSTRIES,Unnamed: 3,38,2023,3W
MAA KALPANA ENTERPRISE,Unnamed: 3,153,2023,3W
MAA SHAKTI EXIM PVT LTD,Unnamed: 3,2571,2023,3W
MAC AUTO INDIA,Unnamed: 3,563,2023,3W
MAHI ENTERPRISES,Unnamed: 3,60,2023,3W
MAHINDRA ELECTRIC MOBILITY LIMITED,Unnamed: 3,4940,2023,3W
MAHINDRA LAST MILE MOBILITY LTD,Unnamed: 3,13273,2023,3W
MAHINDRA & MAHINDRA LIMITED,Unnamed: 3,46713,2023,3W
MAHTAB BODY MAKER,Unnamed: 3,778,2023,3W
MALAK TECHNO PVT LTD,Unnamed: 3,52,2023,3W
MALI ENTERPRISES PVT LTD,Unnamed: 3,10,2023,3W
MANIRAM ELECTRIC VEHICLE PVT LTD,Unnamed: 3,299,2023,3W
MANISH EV INTERNATIONAL PRIVATE LIMITED,Unnamed: 3,433,2023,3W
MANITA CITY MOTORS LLP,Unnamed: 3,1809,2023,3W
MANMOHAN KAUR,Unnamed: 3,64,2023,3W
MARINE NAVAIDS & SOLAR AUTO PVT LTD,Unnamed: 3,4,2023,3W
MARKUS,Unnamed: 3,27,2023,3W
MARUTI SUZUKI INDIA LTD,Unnamed: 3,1,2023,3W
M G INDUSTRIES,Unnamed: 3,145,2023,3W
MILLENNIAL MOTORS LLP,Unnamed: 3,7,2023,3W
MINI METRO,Unnamed: 3,95,2023,3W
MINI METRO EV L.L.P,Unnamed: 3,15959,2023,3W
M K BROTHERS,Unnamed: 3,2,2023,3W
M.K. ENTERPRISES,Unnamed: 3,1096,2023,3W
MLR AUTO LTD,Unnamed: 3,1894,2023,3W
MOHAN GENERAL TRADING COMPANY,Unnamed: 3,43,2023,3W
MONDAL TRADING,Unnamed: 3,77,2023,3W
MOVE STONE SERVICES PVT LTD,Unnamed: 3,2965,2023,3W
M/S SHRIRAM AUTO TECH PVT LTD,Unnamed: 3,3635,2023,3W
M/S VISHNU CLEAN ENERGY VEHICLES LLP,Unnamed: 3,7,2023,3W
N0VA AUTOMOTIVE TECHNOLOGIES PVT. LTD,Unnamed: 3,4924,2023,3W
NAMAH INDUSTRIES PVT LTD,Unnamed: 3,5,2023,3W
NAND ELECTRIC MOTOR VEHICLE PVT LTD,Unnamed: 3,3,2023,3W
NARAINDASS AND SONS,Unnamed: 3,4,2023,3W
NEEDLE EYE PLASTIC INDUSTRIES PVT LTD,Unnamed: 3,667,2023,3W
NEELAM CYCLE,Unnamed: 3,42,2023,3W
NEUON MOTORS LLP,Unnamed: 3,45,2023,3W
NEW ARCANA INDIA,Unnamed: 3,1253,2023,3W
NEWTON INDIA INDUSTRIES PVT LTD,Unnamed: 3,5,2023,3W
NGAGE WHEEL PVT LTD,Unnamed: 3,40,2023,3W
NHD MOTORS,Unnamed: 3,326,2023,3W
NIBE MOTORS PVT LTD,Unnamed: 3,8,2023,3W
NIPUN SANYANTRA PVT LTD,Unnamed: 3,439,2023,3W
NIRMAL UTILITY SERVICES PVT LTD,Unnamed: 3,22,2023,3W
NRJ ELECTRIC MOTOR VEHICLES PVT LTD,Unnamed: 3,2650,2023,3W
OCULUS AUTO INDUSTRIES LLP,Unnamed: 3,2,2023,3W
OGATA MOTORS INDIA PVT LTD,Unnamed: 3,157,2023,3W
OKINAWA AUTOTECH PVT LTD,Unnamed: 3,1,2023,3W
OK PLAY INDIA LTD,Unnamed: 3,125,2023,3W
OM BALAJEE AUTOMOBILE ( INDIA) PVT. LTD,Unnamed: 3,3302,2023,3W
OM BALAJI AUTOMOBILES I P LTD,Unnamed: 3,8,2023,3W
OMEGA SALES & AGRO INDUSTRIES,Unnamed: 3,283,2023,3W
OMEGA SEIKI PVT LTD,Unnamed: 3,3572,2023,3W
OM INDUSTRIES,Unnamed: 3,44,2023,3W
OM RAJ AUTOTECH LLP,Unnamed: 3,1203,2023,3W
OTHERS,Unnamed: 3,3430,2023,3W
PAARTH SARTHI AUTOMOTIVE ENGINEERS PVT LTD,Unnamed: 3,11,2023,3W
PACE AGRO PRIVATE LIMITED,Unnamed: 3,41,2023,3W
PANTHER ELECTRIC VEHICLES,Unnamed: 3,77,2023,3W
PARAS INDUSTRIES,Unnamed: 3,3246,2023,3W
PARI E-VEHICLES,Unnamed: 3,572,2023,3W
PARI METRO E RICKSHAW,Unnamed: 3,904,2023,3W
PARVEEN AUTO,Unnamed: 3,65,2023,3W
PATS MOTOR CORP,Unnamed: 3,21,2023,3W
PIAGGIO VEHICLES PVT LTD,Unnamed: 3,88917,2023,3W
PLAUDIT TECHNO INDIA PVT LTD,Unnamed: 3,18,2023,3W
POOSHPAK AUTOMOBILES PVT LTD,Unnamed: 3,63,2023,3W
PRAAKARM AUTO & CONSTRUCTION EQUIPMENTS,Unnamed: 3,101,2023,3W
PRABHA AUTOMOTIVE ENGINEERS PVT LTD,Unnamed: 3,8,2023,3W
PRAG MOTORS,Unnamed: 3,206,2023,3W
PRAGYA AUTOMOBILE PVT LTD,Unnamed: 3,33,2023,3W
PRAJJWAL MAHAJAN TRADERS,Unnamed: 3,13,2023,3W
PRAKASH ENTERPRISES,Unnamed: 3,65,2023,3W
PRESTANTIA CREATIONS PVT LTD,Unnamed: 3,6,2023,3W
PRIDE E-MOTORS,Unnamed: 3,500,2023,3W
PRIYAM INDUSTRIES AND ENGINEERING PVT LTD,Unnamed: 3,40,2023,3W
PUBANG ETRON ELECTRIC MOTOR PVT LTD,Unnamed: 3,16,2023,3W
PUNJAB BODY BUILDERS,Unnamed: 3,22,2023,3W
PURVA UDYOG PVT LTD,Unnamed: 3,23,2023,3W
PYTHOX MOTORS PVT LTD,Unnamed: 3,338,2023,3W
R3 ENTERPRISES,Unnamed: 3,501,2023,3W
RACCOON MOTORS PVT LTD,Unnamed: 3,18,2023,3W
RAHUL AGRO EXPORTS PVT LTD,Unnamed: 3,124,2023,3W
RAJA ARTS HITECH ENGINEERING,Unnamed: 3,1,2023,3W
RAJ AUTOMOTIVE,Unnamed: 3,98,2023,3W
RAJESH STEEL AND WIRE INDUSTRIES,Unnamed: 3,8,2023,3W
RAMA INDUSTRIES,Unnamed: 3,4,2023,3W
RAMON INDUSTRIES,Unnamed: 3,114,2023,3W
RANA ENGINEER WORKS,Unnamed: 3,575,2023,3W
RASANDIK ENGINEERING INDUSTRIES INDIA LTD,Unnamed: 3,152,2023,3W
RASIWASIA RASAYAN PVT LTD,Unnamed: 3,2,2023,3W
RAVI METAL WORKS,Unnamed: 3,19,2023,3W
RAYON ENGINEERS,Unnamed: 3,1176,2023,3W
RCJ AUTO FORGE PVT LTD,Unnamed: 3,609,2023,3W
RD AND CO,Unnamed: 3,1,2023,3W
REEP INDUSTRIES PVT LTD,Unnamed: 3,1070,2023,3W
REFLEX CONTROL SYSTEM PVT .LTD,Unnamed: 3,94,2023,3W
REPUBLIC MOTORS,Unnamed: 3,237,2023,3W
RIBAND ELECTRIC PVT LTD,Unnamed: 3,496,2023,3W
RIYA ENTERPRISE,Unnamed: 3,31,2023,3W
ROANSOME MOTORS,Unnamed: 3,4,2023,3W
ROARLEO MOTOR PVT LTD,Unnamed: 3,338,2023,3W
RP MOTORS,Unnamed: 3,32,2023,3W
RSD SECURITY SOLUTIONS PVT LTD,Unnamed: 3,1,2023,3W
RUTBA PRODUCT PVT LTD,Unnamed: 3,628,2023,3W
SAERA ELECTRIC AUTO PVT LTD,Unnamed: 3,29325,2023,3W
SAGAR FABRICATIONS,Unnamed: 3,10,2023,3W
SAHNIANAND E VEHICLES PVT LTD,Unnamed: 3,5788,2023,3W
SAINIK CYCLE MART,Unnamed: 3,36,2023,3W
SAKSHAM TECH AUTOMOBILES,Unnamed: 3,175,2023,3W
SAKSHAM TRADING COMPANY,Unnamed: 3,4,2023,3W
SAMEER ENGINEERING,Unnamed: 3,3,2023,3W
SAMRAT ELECTRIC VEHICLE,Unnamed: 3,677,2023,3W
S AND J INDUSTRIES,Unnamed: 3,126,2023,3W
SARAVANA ENGINEERING WORKS,Unnamed: 3,204,2023,3W
SATHI MOTORS ELECTRIC VEHICLE PVT LTD,Unnamed: 3,2831,2023,3W
SAURYAA SHARYO CORPORATION,Unnamed: 3,2,2023,3W
S B TRADERS,Unnamed: 3,29,2023,3W
SCOOTERS INDIA LTD,Unnamed: 3,1,2023,3W
SEALION AUTOMOBILE PVT LTD,Unnamed: 3,36,2023,3W
SEN AND PANDIT VOLTAGE CONTROL PVT LTD,Unnamed: 3,54,2023,3W
SETH INDUSTRIAL CORPORATION,Unnamed: 3,911,2023,3W
SF2 E VEHICLE PVT LTD,Unnamed: 3,49,2023,3W
SGLLINE MOTORS PVT LTD,Unnamed: 3,31,2023,3W
SHAILENDRA AUTOS PVT LTD,Unnamed: 3,40,2023,3W
SHAKTI AUTO GREEN,Unnamed: 3,787,2023,3W
SHALYA AUTO SALES PVT LTD,Unnamed: 3,617,2023,3W
SHAMMI ELECTRONICS,Unnamed: 3,28,2023,3W
SHIGAN EVOLTZ LTD,Unnamed: 3,431,2023,3W
SHINE METAL UDYOG PVT LTD (UNIT- II),Unnamed: 3,110,2023,3W
SHINME ELECTRICAL VEHICLE PVT LTD,Unnamed: 3,120,2023,3W
SHIV OM INDIA,Unnamed: 3,197,2023,3W
SHREE MARUTI NANDAN BUSINESSS (P) LTD,Unnamed: 3,307,2023,3W
SHREYA ENGINEERS,Unnamed: 3,9,2023,3W
SHRI BARSANA E-VEHICLES PVT LTD,Unnamed: 3,4086,2023,3W
SHRI NAMO ELECTRIC AUTOMOTIVE,Unnamed: 3,645,2023,3W
SHRIRAJ ELECTRIC VEHICLES,Unnamed: 3,2726,2023,3W
SHRI RAM AUTO TECH PVT LTD,Unnamed: 3,3,2023,3W
SHUBHAM MANUFACTURER,Unnamed: 3,6,2023,3W
SINGHAL ENTERPRISES,Unnamed: 3,136,2023,3W
SINGH AUTOMOBILES,Unnamed: 3,359,2023,3W
SIRF INDIA VEHICLES PVT LTD,Unnamed: 3,27,2023,3W
SITYOG ENGINEERING PVT LTD,Unnamed: 3,5,2023,3W
SIWACH STEEL PVT LTD,Unnamed: 3,24,2023,3W
SIX SENSES AUTOMOTIVE PVT LTD,Unnamed: 3,12,2023,3W
SKS AUTOMOBILES (I) PVT LTD,Unnamed: 3,2,2023,3W
SKS TRADE INDIA PVT LTD,Unnamed: 3,10081,2023,3W
SKYRIDE AUTOMOTIVE,Unnamed: 3,40,2023,3W
SKYY RIDER ELECTRIC PRIVATE LIMITED,Unnamed: 3,1,2023,3W
SMART ELECTRO MOTORS,Unnamed: 3,47,2023,3W
SMARTOMATIC VEHICLES PRIVATE LIMITED,Unnamed: 3,2,2023,3W
SMITH MOTORS PVT LTD,Unnamed: 3,4,2023,3W
SN SOLAR ENERGY,Unnamed: 3,187,2023,3W
SONI E VEHICLE PVT LTD,Unnamed: 3,64,2023,3W
SPEED AUTO TECH,Unnamed: 3,87,2023,3W
SPEEDWAYS ELECTRIC,Unnamed: 3,5,2023,3W
SPEEGO VEHICLES CO PVT LTD,Unnamed: 3,4769,2023,3W
SPEEGO VEHICLES PVT. LTD,Unnamed: 3,12,2023,3W
SRD RENEWABLES,Unnamed: 3,2121,2023,3W
SSB INDISTRIES,Unnamed: 3,2248,2023,3W
SSEV ENTERPRISES PRIVATE LIMITED,Unnamed: 3,767,2023,3W
S S GLOBAL,Unnamed: 3,6,2023,3W
STAR BULL E MOTORS,Unnamed: 3,2077,2023,3W
STAR IGLOBAL AUTOMOTIVE PVT LTD,Unnamed: 3,570,2023,3W
SUDHRAJ ELECTRIC MOBILITY PVT. LTD.,Unnamed: 3,175,2023,3W
SUMFONL AUTO TRADERS PVT LTD,Unnamed: 3,286,2023,3W
SUNANDA GREENTECH PVT LTD,Unnamed: 3,11,2023,3W
SUNARIYA MOTORS PVT LTD,Unnamed: 3,36,2023,3W
SUNSET TRADE PVT LTD,Unnamed: 3,377,2023,3W
SUNSHINE TECHNOLOGIES,Unnamed: 3,2,2023,3W
SUNULTRA POWER SOLUTIONS PVT LTD,Unnamed: 3,142,2023,3W
SUPERECO AUTOMOTIVE CO,Unnamed: 3,134,2023,3W
SUPERECO AUTOMOTIVE CO LLP,Unnamed: 3,1,2023,3W
SUPER METRO INDUSTRIES,Unnamed: 3,1198,2023,3W
SUPER POWER MOTORS,Unnamed: 3,2,2023,3W
SUPERTECH EV LIMITED,Unnamed: 3,2020,2023,3W
SUPREME SMART POWER PVT LTD,Unnamed: 3,434,2023,3W
SUPROVA ENTERPRISE,Unnamed: 3,4,2023,3W
SURYA INTERNATIONAL,Unnamed: 3,16,2023,3W
SVS ENTERPRISES,Unnamed: 3,84,2023,3W
SWARNCHAKRA AUTOMOBILES PVT LTD,Unnamed: 3,5,2023,3W
SYNDICATE AUTO COMPONENTS,Unnamed: 3,77,2023,3W
TAO POWER PRIVATE LIMITED,Unnamed: 3,11,2023,3W
TARA MAA MACHINERY,Unnamed: 3,26,2023,3W
TAURUS ELECTRIC VEHICLES,Unnamed: 3,346,2023,3W
TEJASGREEN AUTOMOTIVE PVT LTD,Unnamed: 3,1,2023,3W
TERRA MOTORS INDIA PVT LTD,Unnamed: 3,8807,2023,3W
THE COMMERCIAL MOTORS LIMITED,Unnamed: 3,58,2023,3W
THE COMMERCIAL MOTORS PVT LTD,Unnamed: 3,8,2023,3W
THUKRAL ELECTRIC BIKES PVT LTD,Unnamed: 3,7272,2023,3W
TI CLEAN MOBILITY PVT LTD,Unnamed: 3,1264,2023,3W
TOP TEAM MACHINES PVT LTD,Unnamed: 3,1743,2023,3W
TRINITY ELECTRIC VEHICLES PVT LTD,Unnamed: 3,57,2023,3W
TRISHIKA INDUSTRIES,Unnamed: 3,1361,2023,3W
TRUPART AUTOMOTIVE INDIA PVT LTD,Unnamed: 3,10,2023,3W
TRUZ INDUSTRIES,Unnamed: 3,3,2023,3W
TSM ENGINEERING PVT LTD,Unnamed: 3,296,2023,3W
TSR TRADE COM,Unnamed: 3,30,2023,3W
TUFAN MOTORS PVT LTD,Unnamed: 3,987,2023,3W
T U K INDUSTRIES,Unnamed: 3,2845,2023,3W
TVS MOTOR COMPANY LTD,Unnamed: 3,17071,2023,3W
TWASHTRE AUTOMOTIVE PVT LTD,Unnamed: 3,11,2023,3W
TWINKLE TRADCOM PVT LTD,Unnamed: 3,1505,2023,3W
TWO FRIENDS AUTO ELECTRIC PVT LTD,Unnamed: 3,3848,2023,3W
UMA  AUTO INDUSTRIES PVT. LTD,Unnamed: 3,137,2023,3W
UMA MOTORS,Unnamed: 3,211,2023,3W
UNIQUE AUTO ELECTRIC,Unnamed: 3,26,2023,3W
UNIQUE ENTERPRISES,Unnamed: 3,3580,2023,3W
UNIQUE INTERNATIONAL,Unnamed: 3,13571,2023,3W
UNITED TRANSMOVERS PVT LTD,Unnamed: 3,272,2023,3W
U P TELELINKS LIMITED,Unnamed: 3,3,2023,3W
U.P. TELELINKS LIMITED,Unnamed: 3,2438,2023,3W
URWASHI ENTERPRISES,Unnamed: 3,355,2023,3W
VAHAK FUTURE SOLUTIONS LLP,Unnamed: 3,23,2023,3W
VANI ELECTRIC VEHICLES PVT LTD,Unnamed: 3,7832,2023,3W
VEANCO AUTOMOTIVES PVT LTD,Unnamed: 3,11,2023,3W
VEECTERO E VEHICLES LLP,Unnamed: 3,171,2023,3W
VENUS AUTO WHEELS PVT LTD,Unnamed: 3,574,2023,3W
VICTORIA E VEHICLES PVT. LTD,Unnamed: 3,25,2023,3W
VICTORY ELECTRIC INTERNATIONAL,Unnamed: 3,3319,2023,3W
VIJAYA ELECTRIC AUTO PVT LTD,Unnamed: 3,256,2023,3W
VIJAYS ENERGY INDUSTRIES (INDIA) PVT LTD,Unnamed: 3,4807,2023,3W
VIJAYSHREE AUTOCOM LIMITED,Unnamed: 3,181,2023,3W
VIJEX STEEL FABRICATION,Unnamed: 3,11,2023,3W
VIMAL UNIVERSAL TRADE PVT LTD,Unnamed: 3,831,2023,3W
VINCI INDUSTRIAL CORPORATION,Unnamed: 3,39,2023,3W
VISHALA E-VEHICLES INDUSTRIES PRIVATE LIMITED,Unnamed: 3,92,2023,3W
VISHAL ENTERPRISES,Unnamed: 3,36,2023,3W
VISHWAKARMA GNG INDUSTRY,Unnamed: 3,123,2023,3W
VISHWARUP ENTERPRISE,Unnamed: 3,10,2023,3W
VITAN JAGADA AUTOMOBILE PVT LTD,Unnamed: 3,3,2023,3W
VRINDA ENTERPRISES,Unnamed: 3,1080,2023,3W
V.T. ENGINEERING,Unnamed: 3,9,2023,3W
V.V.A.AUTO INDUSTRIES PVT.LTD,Unnamed: 3,26,2023,3W
WASAN E-MOBILITY SOLUTIONS PVT LTD,Unnamed: 3,80,2023,3W
WELKIN HEALTHCARE PVT LTD,Unnamed: 3,30,2023,3W
WOX COOLERS PVT LTD,Unnamed: 3,2,2023,3W
XXPLORE AUTOMATIVE PVT LTD,Unnamed: 3,2,2023,3W
XXPLORE AUTOMOTIVE PVT. LIMITED,Unnamed: 3,6,2023,3W
YAARI AUTOMOBILES PVT LTD,Unnamed: 3,3,2023,3W
YC ELECTRIC VEHICLE,Unnamed: 3,40786,2023,3W
ZENIAK INNOVATION INDIA LTD,Unnamed: 3,2836,2023,3W
ZENTHIUM EV PVT LTD,Unnamed: 3,719,2023,3W
ZEOPLUS AXIS INDIA PVT. LTD.,Unnamed: 3,3563,2023,3W
ZERO 21 RENEWABLE ENERGY SOLUTIONS PVT LTD,Unnamed: 3,11,2023,3W
ZESAR MOTORS PVT LTD,Unnamed: 3,37,2023,3W
ZOHAN TRADERS AND BIG METRO,Unnamed: 3,131,2023,3W
3EV INDUSTRIES PVT LTD,Unnamed: 4,545,2023,3W
3S INDUSTRIES PRIVATE LIMITED,Unnamed: 4,266,2023,3W
AADHYA ENTERPRISES,Unnamed: 4,797,2023,3W
AADITYA GARBAGE PRODUCTS PVT LTD,Unnamed: 4,34,2023,3W
AAHANA COMMERCE PVT LTD,Unnamed: 4,918,2023,3W
AARGEE ELECTRIC,Unnamed: 4,18,2023,3W
ACCRETION POWER AUTOS,Unnamed: 4,598,2023,3W
ADAPT MOTORS PVT LTD,Unnamed: 4,4,2023,3W
ADIDEV TECHNOA PVT LTD,Unnamed: 4,689,2023,3W
ADITYA ENTERPRISES,Unnamed: 4,1,2023,3W
ADITYA SAI INDUSTRIES,Unnamed: 4,179,2023,3W
ADM TECHNOLOGIES PVT. LTD.,Unnamed: 4,129,2023,3W
AJAY MOTORS PRIVATE LIMITED,Unnamed: 4,190,2023,3W
A K AUTTO ELECTRICAL,Unnamed: 4,2,2023,3W
AKG INTERNATIONAL,Unnamed: 4,138,2023,3W
A K GUPTA & CO.,Unnamed: 4,563,2023,3W
ALBEDO VISION PVT LTD,Unnamed: 4,39,2023,3W
ALLENTTI MOTORS PVT LTD,Unnamed: 4,59,2023,3W
ALLFINE INDUSTRIES PVT LTD,Unnamed: 4,10743,2023,3W
ALTIER ELECTRIC VEHICLES PVT LTD,Unnamed: 4,2517,2023,3W
ALTIGREEN PROPULSION LABS PVT LTD,Unnamed: 4,2512,2023,3W
ALTIUS TECHNOLOGIES,Unnamed: 4,13,2023,3W
AMAN AUTOMOBILES,Unnamed: 4,14,2023,3W
AMAN ELECTRIC VEHICLES,Unnamed: 4,162,2023,3W
AMBIKA ENTERPRISES,Unnamed: 4,145,2023,3W
AMBIKA INDUSTRIES,Unnamed: 4,1910,2023,3W
ANJALI AUTO COMPONENTS,Unnamed: 4,62,2023,3W
ANJALI TRADERS,Unnamed: 4,74,2023,3W
ANKUSH AUTO DEALS,Unnamed: 4,5,2023,3W
APARNA INDUSTRIES,Unnamed: 4,87,2023,3W
A P I MOTORS PVT LTD,Unnamed: 4,1134,2023,3W
APM AUTO SALES,Unnamed: 4,778,2023,3W
APSARA ENTERPRISE,Unnamed: 4,725,2023,3W
ARCHIT ENTERPRISES,Unnamed: 4,1077,2023,3W
ARD EXIM,Unnamed: 4,61,2023,3W
ARNA ELECTRIC AUTO PVT LTD,Unnamed: 4,590,2023,3W
ARROW AUTOMOTIVE,Unnamed: 4,3958,2023,3W
ASHA IMPEX,Unnamed: 4,86,2023,3W
ASHLESHA POWER CONTROLS PVT LTD,Unnamed: 4,6,2023,3W
ASHMA-MOTORS PVT LTD,Unnamed: 4,294,2023,3W
ATTOLENT AUTO GROUP PVT LTD,Unnamed: 4,760,2023,3W
ATUL AUTO LTD,Unnamed: 4,22520,2023,3W
ATUL GREENTECH PRIVATE LIMITED,Unnamed: 4,127,2023,3W
ATUT SANGAM,Unnamed: 4,2336,2023,3W
AUTOECO GREEN ENERGY PVT LTD,Unnamed: 4,580,2023,3W
AUTOHAUS PRIVATE LIMITED,Unnamed: 4,103,2023,3W
AUTOLITE (INDIA) LIMITED,Unnamed: 4,11,2023,3W
A.V.AUTOMOTIVES PVT LTD,Unnamed: 4,1309,2023,3W
AVL ELECTRIC VEHICLES PVT LTD,Unnamed: 4,2632,2023,3W
AVON CYCLE LTD INDIA,Unnamed: 4,10,2023,3W
AVON CYCLES LTD,Unnamed: 4,784,2023,3W
B24 ROKET EV,Unnamed: 4,28,2023,3W
BABA E-VEHICLES,Unnamed: 4,1363,2023,3W
BAGHWAN RIKSHAW UDYOG,Unnamed: 4,40,2023,3W
BAJAJ AUTO LTD,Unnamed: 4,401358,2023,3W
BAJAJ IMPLEMENTS PVT. LTD,Unnamed: 4,947,2023,3W
BALAJI TRADING COMPANY,Unnamed: 4,7,2023,3W
BALAN ENGINEERING PVT LTD,Unnamed: 4,146,2023,3W
BAL GOPAL WHEELS PVT LTD,Unnamed: 4,105,2023,3W
BALI AUTO INDUSTRIES,Unnamed: 4,274,2023,3W
BAXY LTD,Unnamed: 4,390,2023,3W
BENTINCK INDUSTRIES PVT. LTD.,Unnamed: 4,382,2023,3W
BEST WAY AGENCIES PVT LTD,Unnamed: 4,7902,2023,3W
BESTWAY AGENCIES PVT LTD,Unnamed: 4,33,2023,3W
BESTWAY BANARASH,Unnamed: 4,12,2023,3W
BHADAURIA ENTERPRISES,Unnamed: 4,106,2023,3W
BHARAT MANUFACTURING & ASSEMBLING E RIKSHA,Unnamed: 4,2,2023,3W
BHAVE ELECTRIC VEHICLES PVT LTD,Unnamed: 4,2681,2023,3W
BHM INDUSTRIES,Unnamed: 4,1814,2023,3W
BIG BULL TRADER PVT LTD,Unnamed: 4,673,2023,3W
BIJNOR ENTERPRISES,Unnamed: 4,72,2023,3W
BRIGHT AUTOZONE PVT LTD,Unnamed: 4,3695,2023,3W
